   Time [MJD]         Obs. Residuals [mm]
57289.0006365741          -2.800
57289.0010185185          -6.800
57289.0012847222          -3.700
57289.0018518518          -4.800
57289.0019907407          -8.000
57289.0025231481         -13.800
57289.0028125000         -19.800
57289.0030208333           7.300
57289.0812962963         -22.100
57289.0824189815         -21.100
57289.0826273148         -15.300
57289.0829629630         -10.400
57289.0834143519          -5.900
57289.0837152778          -4.100
57289.0840393519          -2.100
57289.0843865741           2.800
57289.0847453704           4.500
57289.0850810185           9.600
57289.0854398148          10.900
57289.0857638889          15.000
57289.0862615741          12.200
57289.0864004630          19.200
57289.0867708333          28.300
57289.0871412037          29.500
57289.0873958333          21.900
57289.5313078704           0.700
57289.5314930556           2.000
57289.5320370370          -3.800
57289.5323148148         -11.300
57289.5326620370         -13.900
57289.5329861111         -13.800
57289.5332986111         -12.300
57289.5337268518         -15.900
57289.5339351852         -17.400
57289.5342361111         -15.000
57289.5346527778         -10.600
57289.5351851852         -14.500
57289.5354166667         -16.100
57289.5357291667         -15.300
57289.5363657407         -20.200
57289.6097222222           5.400
57289.6100347222           9.200
57289.6106018519           0.800
57289.6107291667          -3.100
57289.6111805556          -6.700
57289.6114351852          -2.400
57289.6119097222          -6.300
57289.6121412037          -6.900
57289.6124884259          -6.500
57289.6128819444          -8.500
57289.6132407407          -5.500
57289.6135185185         -12.600
57289.6139236111         -10.900
57289.6142824074          -7.600
57289.6145023148          -6.300
57289.6147916667          -6.300
57289.6160879630          -1.700
57289.6162962963          -5.800
57289.6166435185           0.200
57289.6178587963          15.700
57289.6181944444          27.300
57289.6183333333          31.000
57289.6189120370          27.800
57289.6191319444          20.400
57289.6194907407          20.300
57289.6197106481          20.400
57290.0376157407          -5.300
57290.0379398148          -6.000
57290.0382407407         -17.600
57290.0385532407         -16.100
57290.0413425926           9.200
57290.0415277778           2.800
57290.0420949074          12.700
57290.0423726852          10.100
57290.0426736111          15.200
57290.0429398148          24.200
57290.0433564815          18.500
57290.0436689815          18.100
57290.0446296296          27.500
57290.0446990741          18.200
57290.5658101852         -17.700
57290.5659375000          -9.100
57290.5662847222          -6.800
57290.5666203704         -14.100
57290.5669907407         -10.900
57290.5677893519         -10.600
57290.5681250000         -15.600
57290.5683680556         -14.200
57290.5687731481           1.900
57290.5695486111         -10.900
57290.5697337963          -9.400
57290.5702314815          -1.800
57290.5705671296          -2.500
57290.5709837963           0.100
57290.5712152778          -0.500
57290.5715277778          -0.400
57290.5719097222           3.200
57290.5722453704           9.200
57290.6504513889         -17.900
57290.6506828704         -14.100
57290.6510300926          -9.100
57290.6514004630         -10.500
57290.6517476852         -11.800
57290.6520370370          -7.900
57290.6524652778          -5.000
57290.6528240741          -6.100
57290.6530439815          -2.600
57290.6534837963          -1.800
57290.6539004630           9.800
57290.6541898148           6.500
57290.6545254630           5.300
57290.6549652778           5.700
57290.6552199074           7.400
57290.6555671296           7.900
57290.6560185185          16.600
57290.6574768519          17.000
57290.6576157407           7.100
57290.9917361111          -3.600
57290.9920949074          -9.200
57290.9924074074          -4.000
57290.9927083333         -10.100
57290.9931134259         -10.600
57290.9934143519         -12.600
57290.9937500000         -15.300
57290.9941319444         -18.300
57290.9944560185         -12.700
57290.9949074074         -15.300
57290.9951273148         -16.000
57290.9954282407          -6.900
57290.9962615741         -13.100
57290.9965393519         -10.800
57290.9968634259          -9.600
57290.9973148148          -5.300
57290.9975810185         -12.600
57290.9979282407          -8.200
57290.9982523148          -6.600
57290.9986226852          -6.000
57290.9988888889         -13.600
57290.9992708333           3.600
57291.0730555556          20.200
57291.0732060185          21.100
57291.0736574074          25.200
57291.0740393518          20.700
57291.0743287037          22.200
57291.0746643519          21.200
57291.0749768519          23.700
57291.0753125000          17.200
57291.0756481482          20.200
57291.0761111111          10.800
57291.0763773148          13.900
57291.0767245370           9.400
57291.0770717593           8.400
57291.0774768519           9.100
57291.0777430556           5.600
57291.0781944444          14.500
57291.0783680556          16.800
57291.0788078704           3.900
57291.0792708333           3.500
57291.0795601852          -8.500
57291.0797916667          -8.200
57291.0801620370          -6.300
57291.5272337963          72.600
57291.5273958333          60.700
57291.5277777778          61.500
57291.5284953704          56.200
57291.5287384259          53.800
57291.5291550926          54.800
57291.6074421296         -17.700
57291.6076157407         -27.500
57291.6079629630         -28.600
57291.6082986111         -33.400
57285.0510879630         -23.400
57285.0513773148         -20.800
57285.0517361111         -23.100
57285.0521064815         -22.900
57285.0524421296         -22.400
57285.0528240741          -7.900
57285.0531365741          -6.100
57285.0534953704         -10.500
57285.0538310185          -7.900
57285.0541782407          -7.400
57285.0543981482          -1.200
57285.0548379630          -0.000
57285.0553935185           9.400
57285.0555902778           7.300
57285.0559375000           6.800
57285.0562500000           6.000
57285.0566319444           4.500
57285.0569791667           5.100
57285.0573032407           0.400
57285.0576388889           5.800
57285.0579976852           5.400
57285.0583680556           1.800
57285.0586458333           4.900
57285.0590509259           7.600
57285.0592245370          18.000
57285.0596759259          12.200
57286.0900694444           5.800
57286.0903240741           8.400
57286.0906597222           3.500
57286.0910069444           3.700
57286.0913425926           5.900
57286.0917013889           5.600
57286.0920138889           4.500
57286.0923379630           6.500
57286.0927893519           4.200
57286.0930439815           0.900
57286.0934375000           2.100
57286.0937847222          -0.600
57286.0940740741           1.300
57286.0943287037          19.700
57286.0948379630          -5.200
57286.0951504630          -6.300
57286.0954629630          -3.800
57286.0957060185         -10.600
57288.0001851852          10.300
57288.0003472222          15.300
57288.0007523148          15.700
57288.0010416667          17.300
57288.0014351852          16.100
57288.0017824074          17.300
57288.0021296296          13.400
57288.0024421296          13.600
57288.0027662037          17.100
57288.0031365741          14.400
57288.0035300926          10.000
57288.0038425926           9.100
57288.0042013889           8.100
57288.0045601852           6.300
57288.0048495370           2.900
57288.0051967593           7.500
57288.0054513889          13.700
57288.0059490741           6.000
57288.0062962963          -2.200
57288.0065972222          -1.700
57288.0069560185          -9.200
57288.0071875000         -11.200
57288.0802430556         -18.900
57288.0805092593         -16.800
57288.0809606481          -7.200
57288.0812152778          -6.900
57288.0817592593          -6.200
57288.0818981481         -10.200
57288.0822800926          -2.500
57288.0826736111          -4.700
57288.0830439815          -0.700
57288.0833564815          -4.500
57288.0836921296          -4.600
